,accepted_species,native_tdwg3_codes
285835,Pouteria cladantha,"('BOL', 'BZC', 'BZN', 'CLM', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
285836,Pouteria retinervis,"('BZN', 'CLM', 'FRG')"
285841,Dressleria morenoi,"('CLM',)"
285908,Trichopilia marginata,"('CLM', 'COS', 'HON', 'NIC', 'PAN')"
285948,Boehmeria aspera,"('BAN', 'CLM', 'COS', 'ECU', 'MXE', 'MXG', 'PAN', 'PER')"
285949,Phoradendron applanatum,"('CLM', 'ECU', 'PER')"
285984,Heliconia episcopalis,"('BOL', 'BZC', 'BZL', 'BZN', 'CLM', 'ECU', 'PER', 'SUR', 'VEN')"
285988,Heliconia scarlatina,"('CLM', 'PAN', 'PER')"
285989,Heliconia tenebrosa,"('BZN', 'CLM', 'PER')"
286027,Quiina leptoclada,"('BZE', 'BZN', 'CLM', 'FRG', 'SUR')"
286058,Centrosema macrocarpum,"('BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'GUY', 'HON', 'MXC', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'TRT', 'VEN')"
286116,Hymenophyllum abruptum,"('BLZ', 'BZN', 'CLM', 'COS', 'CPI', 'CUB', 'DOM', 'FRG', 'GUA', 'HON', 'JAM', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PUE')"
286137,Heteropterys nervosa,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'FRG', 'GUY', 'PAR', 'PER', 'SUR', 'TRT', 'VEN')"
286158,Guapira ferruginea,"('CLM', 'VEN')"
286169,Tacca parkeri,"('BZE', 'BZN', 'CLM', 'GUY', 'PER', 'VEN')"
286176,Xyris rubrolimbata,"('BZN', 'CLM', 'VEN')"
286180,Cranichis schlechteri,"('CLM',)"
286182,Cranichis callejasii,"('CLM',)"
286223,Pavonia leucantha,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
286226,Heteropterys atabapensis,"('CLM', 'VEN')"
286245,Micropholis casiquiarensis,"('BZN', 'CLM', 'VEN')"
286247,Heliconia badilloi,"('CLM',)"
286254,Dieffenbachia shuttleworthii,"('CLM',)"
286260,Cranichis crenatifolia,"('CLM',)"
286301,Hymenophyllum paucicarpum,"('CLM', 'COS', 'CUB', 'HON', 'JAM', 'MXS', 'MXT', 'NIC', 'PAN', 'PUE')"
286302,Hymenophyllum sieberi,"('CLM', 'COS', 'GUA', 'HON', 'LEE', 'MXT', 'NIC', 'PAN', 'PUE', 'VEN', 'WIN')"
286324,Quiina integrifolia,"('BZN', 'CLM', 'FRG', 'PER', 'SUR')"
286344,Dieffenbachia fournieri,"('CLM',)"
286348,Himatanthus revolutus,"('BZN', 'CLM', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
286406,Phoradendron englerianum,"('BOL', 'CLM', 'PER')"
286420,Pouteria gonggrijpii,"('BZN', 'CLM', 'FRG', 'PER', 'SUR', 'VEN')"
286445,Rhodospatha mukuntakia,"('BOL', 'CLM', 'ECU', 'PER')"
286463,Myrsine pellucidopunctata,"('CLM', 'COS', 'CPI', 'HON', 'MXT', 'PAN')"
286521,Trichopilia backhousiana,"('CLM',)"
286522,Trichopilia callichroma,"('CLM',)"
286543,Heliconia sanctae-theresae,"('CLM',)"
286558,Cynanchum peraffine,"('BLZ', 'CLM', 'COS', 'GUA', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN')"
286622,Phoradendron nitens,"('CLM', 'COS', 'HON', 'NIC', 'PAN', 'VEN')"
286659,Dieffenbachia weirii,"('CLM',)"
286732,Cranichis antioquiensis,"('CLM', 'ECU', 'VEN')"
286742,Macroclinium exiguum,"('CLM',)"
286751,Cranichis zarucchii,"('CLM',)"
286752,Cranichis silvicola,"('CLM', 'VEN')"
286789,Hymenophyllum horizontale,"('CLM', 'COS', 'ECU', 'PAN')"
286801,Phoradendron rugosum,"('CLM', 'VEN')"
286810,Heteropterys uribei,"('CLM', 'ECU', 'PER', 'VEN')"
286811,Heliconia platystachys,"('CLM', 'COS', 'PAN', 'VEN')"
286812,Heliconia gigantea,"('CLM',)"
286816,Centrosema schottii,"('AGE', 'BOL', 'BZC', 'BZE', 'BZL', 'CLM', 'ECU', 'HON', 'MXE', 'MXG', 'MXT', 'PAR', 'PER', 'VEN')"
286817,Centrosema tapirapoanense,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'ECU', 'PER')"
286833,Micropholis trunciflora,"('BZN', 'CLM', 'FRG', 'PER')"
286838,Heliconia stricta,"('BOL', 'BZN', 'CLM', 'ECU', 'GUY', 'PER', 'SUR', 'VEN')"
286893,Hymenophyllum crispum,"('AGE', 'BOL', 'BZL', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'GUA', 'HON', 'JAM', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'PER', 'VEN')"
286896,Phoradendron metense,"('CLM', 'ECU')"
286975,Malpighia romeroana,"('CLM', 'COS', 'GUA', 'HON', 'MXE', 'MXG', 'MXS', 'MXT', 'PAN')"
286981,Hymenophyllum brachypus,"('CLM', 'ECU')"
286995,Heliconia mutisiana,"('CLM',)"
287003,Dressleria kalbreyeri,"('CLM',)"
287023,Trichopilia rostrata,"('CLM', 'ECU')"
287027,Xyris fallax,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'FRG', 'GUY', 'SUR', 'TRT', 'VEN')"
287031,Xyris lacerata,"('AGE', 'BOL', 'BZC', 'BZL', 'BZN', 'CLM', 'PER', 'VEN')"
287074,Turnera acuta,"('BZN', 'CLM', 'PER', 'VEN')"
287083,Phoradendron triflorum,"('CLM', 'VEN')"
287084,Phoradendron herbert-smithii,"('BOL', 'BZN', 'CLM', 'COS', 'HON', 'MXG', 'MXS', 'MXT', 'PER', 'VEN')"
287085,Phoradendron planiphyllum,"('BLZ', 'CLM', 'COS', 'HON', 'MXG', 'PAN')"
287163,Turnera melochia,"('BZN', 'CLM')"
287181,Hymenophyllum microcarpum,"('BOL', 'BZL', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'PUE', 'VEN', 'WIN')"
287188,Phoradendron squamiferum,"('CLM',)"
287191,Conchocarpus cardenasii,"('CLM',)"
287212,Rhodospatha monsalveae,"('CLM',)"
287220,Dieffenbachia brittonii,"('CLM',)"
287222,Dieffenbachia tonduzii,"('CLM', 'COS', 'ECU', 'NIC', 'PAN')"
287282,Heteropterys cristata,"('BZN', 'CLM', 'GUY', 'PER', 'VEN')"
287293,Pouteria ucuqui,"('BZN', 'CLM', 'VEN')"
287320,Xyris globosa,"('CLM', 'VEN')"
287348,Hymenophyllum valvatum,"('BOL', 'BZN', 'CLM', 'ECU', 'GUY', 'LEE', 'PER', 'VEN', 'WIN')"
287359,Pavonia castaneifolia,"('BOL', 'BZE', 'BZL', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'HON', 'NIC', 'PAN', 'PER', 'SUR', 'TRT', 'VEN')"
287369,Pavonia kearneyi,"('CLM',)"
287407,Heliconia densiflora,"('BOL', 'BZN', 'CLM', 'FRG', 'GUY', 'PER', 'SUR', 'TRT', 'VEN')"
287443,Dipteryx oleifera,"('CLM', 'COS', 'NIC', 'PAN')"
287447,Theobroma cirmolinae,"('CLM',)"
287459,Hymenophyllum superbum,"('CLM', 'ECU')"
287485,Dieffenbachia humilis,"('BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR')"
287512,Discophora guianensis,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'VEN')"
287527,Hymenophyllum lindenii,"('CLM', 'PER', 'VEN')"
287552,Phoradendron gracilicarpum,"('CLM',)"
287583,Perrottetia distichophylla,"('CLM', 'ECU')"
287584,Perrottetia sessiliflora,"('CLM', 'COS', 'ECU', 'MXT', 'PAN', 'PER')"
287630,Deprea teresitae,"('CLM',)"
287649,Phoradendron pteroneuron,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'GUY', 'SUR', 'VEN')"
287662,Heliconia arrecta,"('CLM',)"
287663,Heliconia atratensis,"('CLM',)"
287669,Boehmeria ulmifolia,"('BLZ', 'BOL', 'BZE', 'BZL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'VEN')"
287704,Cynanchum subpaniculatum,"('BZN', 'CLM', 'ECU', 'FRG', 'PER', 'TRT')"
287739,Turnera paruana,"('CLM', 'VEN')"
287751,Hymenophyllum myriocarpum,"('BOL', 'BZS', 'CLM', 'COS', 'ECU', 'ELS', 'GAL', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'VEN')"
287783,Cranichis pleioneura,"('CLM',)"
287786,Rhodospatha venosa,"('BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'SUR', 'VEN')"
287866,Pouteria plicata,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'PER', 'VEN')"
287961,Heliconia juliani,"('BOL', 'BZC', 'BZN', 'CLM', 'ECU', 'PER', 'VEN')"
287964,Boehmeria ramiflora,"('BLZ', 'BZS', 'CLM', 'COS', 'DOM', 'ECU', 'FRG', 'GUA', 'HAI', 'HON', 'JAM', 'LEE', 'MXC', 'MXG', 'MXS', 'MXT', 'NIC', 'NLA', 'PAN', 'PER', 'SUR', 'TRT', 'VEN', 'WIN')"
287984,Heliconia curtispatha,"('CLM', 'ECU', 'PAN')"
287985,Heliconia pogonantha,"('CLM', 'COS', 'HON', 'NIC', 'PAN')"
288081,Phoradendron lorifolium,"('CLM', 'VEN')"
288084,Pavonia mollis,"('CLM', 'ECU', 'PAN', 'PER', 'VEN')"
288104,Heliconia × flabellata,"('CLM', 'ECU')"
288105,Heliconia robertoi,"('CLM',)"
288106,Heliconia terciopela,"('CLM',)"
288107,Heliconia titanum,"('CLM',)"
288136,Miconia semisterilis,"('CLM', 'PER')"
288139,Miconia silverstonei,"('CLM',)"
288141,Miconia tricaudata,"('CLM',)"
288142,Miconia brachycalyx,"('CLM', 'ECU')"
288144,Miconia formicaria,"('CLM',)"
288176,Panopsis hernandezii,"('CLM',)"
288177,Panopsis mucronata,"('CLM', 'VEN')"
288179,Urospatha angustiloba,"('BZN', 'CLM')"
288193,Mabea subserrulata,"('BZN', 'CLM')"
288202,Miconia subsessilifolia,"('CLM',)"
288203,Miconia tetrasperma,"('BOL', 'BZC', 'BZN', 'CLM', 'PER')"
288224,Miconia popayanensis,"('CLM',)"
288230,Miconia igniaria,"('CLM',)"
288313,Miconia mocquerysii,"('CLM', 'VEN')"
288314,Miconia ochracea,"('CLM', 'ECU')"
288331,Puya loca,"('CLM',)"
288342,Polystachya masayensis,"('BLZ', 'CLM', 'COS', 'GUA', 'HON', 'MXT', 'NIC', 'PAN', 'VEN')"
288348,Epistephium duckei,"('BOL', 'BZE', 'BZN', 'CLM', 'GUY', 'PER', 'VEN')"
288350,Gomphichis adnata,"('CLM', 'COS', 'ECU', 'GUY', 'PAN', 'PER', 'VEN')"
288351,Gomphichis lancipetala,"('CLM',)"
288352,Gomphichis scaposa,"('CLM',)"
288400,Ranunculus geranioides,"('CLM', 'COS', 'ECU', 'PAN', 'PER')"
288410,Miconia aenigmatica,"('CLM',)"
288412,Miconia gracilis,"('BLZ', 'CLM', 'COS', 'ECU', 'MXC', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN')"
288436,Rustia delpreteana,"('CLM',)"
288444,Panopsis lozanoi,"('CLM', 'PER')"
288452,Gomphichis altissima,"('CLM',)"
288453,Gomphichis cladotricha,"('CLM',)"
288469,Mabea occidentalis,"('BLZ', 'BZC', 'CLM', 'COS', 'ECU', 'GUA', 'HON', 'MXC', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'VEN')"
288481,Geranium foreroi,"('CLM',)"
288482,Geranium lignosum,"('CLM',)"
288487,Miconia tovarensis,"('CLM', 'VEN')"
288489,Miconia zarucchii,"('CLM',)"
288514,Miconia araguensis,"('CLM', 'VEN')"
288520,Miconia symplocoidea,"('CLM',)"
288524,Miconia hymenanthera,"('CLM', 'ECU')"
288525,Miconia inaequalifolia,"('BZN', 'CLM', 'VEN')"
288532,Cavanillesia chicamochae,"('CLM',)"
288568,Brownea macrophylla,"('CLM', 'ECU', 'PAN', 'PER', 'VEN')"
288576,Puya antioquensis,"('CLM',)"
288590,Epistephium trianae,"('CLM',)"
288601,Guatteria verruculosa,"('CLM', 'VEN')"
288652,Mormodes tibicen,"('CLM',)"
288653,Myoxanthus monophyllus,"('CLM', 'ECU', 'PER')"
288689,Alchemilla verticillata,"('CLM', 'VEN')"
288692,Miconia shattuckii,"('CLM', 'COS', 'NIC', 'PAN')"
288693,Miconia symphyandra,"('CLM', 'ECU')"
288706,Miconia rigens,"('CLM',)"
288709,Miconia subalpina,"('CLM',)"
288712,Miconia pedicellata,"('CLM', 'COS', 'PER')"
288715,Miconia eugenioides,"('BZL', 'BZN', 'CLM', 'VEN')"
288722,Baccharis alpina,"('AGW', 'BOL', 'CLM', 'PER')"
288731,Brownea negrensis,"('BZN', 'CLM', 'ECU')"
288774,Mabea standleyi,"('BZN', 'CLM', 'ECU', 'PER')"
288795,Miconia voronovii,"('CLM',)"
288808,Cedrela ngobe,"('CLM', 'COS', 'PAN')"
288821,Miconia poecilantha,"('CLM',)"
288825,Miconia dapsiliflora,"('CLM', 'ECU')"
288827,Miconia grandiflora,"('BZN', 'CLM')"
288828,Miconia corymbiformis,"('CLM', 'ECU', 'PER')"
288864,Randia brenesii,"('CLM', 'COS', 'NIC', 'PAN')"
288878,Clusiella amplexicaulis,"('CLM',)"
288885,Puya gargantae,"('CLM',)"
288897,Gomphichis renziana,"('CLM',)"
288916,Miconia myrtillifolia,"('CLM', 'VEN')"
288917,Miconia oreogena,"('CLM',)"
288923,Miconia conobracteata,"('CLM', 'COS', 'NIC', 'PAN')"
288924,Miconia lorenzouribei,"('CLM',)"
288925,Miconia secunmacdanielii,"('CLM', 'ECU', 'PER')"
288941,Gomphichis goodyeroides,"('CLM', 'ECU', 'PER')"
288943,Mormodes rolfeana,"('BOL', 'CLM', 'ECU', 'PER')"
288988,Miconia reclinata,"('CLM',)"
288990,Miconia stevensiana,"('CLM', 'COS', 'HON', 'NIC', 'PAN')"
289000,Miconia elvirae,"('CLM', 'VEN')"
289005,Alchemilla perryana,"('CLM', 'ECU')"
289018,Punjuba killipii,"('CLM', 'ECU', 'PER')"
289047,Mabea anadena,"('BOL', 'BZN', 'CLM', 'PER')"
289055,Sciaphila purpurea,"('BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'ECU', 'GUY', 'PER', 'VEN')"
289060,Tovomita morii,"('CLM', 'PAN')"
289061,Tovomita killipii,"('CLM',)"
289072,Miconia sprucei,"('BZN', 'CLM', 'VEN')"
289073,Miconia transversa,"('CLM',)"
289074,Miconia truncata,"('BZN', 'CLM', 'VEN')"
289076,Alchemilla sprucei,"('CLM', 'ECU')"
289083,Miconia notabilis,"('CLM', 'ECU')"
289084,Miconia rimachii,"('BZC', 'BZN', 'CLM', 'PER')"
289096,Miconia intricata,"('CLM', 'COS', 'ECU', 'PAN')"
289097,Diclinanona tessmannii,"('BZN', 'CLM', 'PER')"
289140,Brownea birschellii,"('CLM', 'VEN')"
289170,Epistephium araracuarae,"('CLM',)"
289176,Deschampsia santamartensis,"('CLM',)"
289194,Miconia subciliata,"('BOL', 'BZC', 'BZN', 'CLM', 'GUY', 'PER', 'VEN')"
289196,Miconia minuta,"('CLM', 'ECU', 'PER')"
289209,Ranunculus praemorsus,"('AGE', 'AGW', 'BOL', 'CLM', 'COS', 'ECU', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'PAN', 'PER', 'VEN')"
289213,Ranunculus gusmannii,"('CLM', 'ECU', 'PER')"
289227,Micrandra siphonioides,"('BZN', 'CLM', 'FRG', 'PER', 'VEN')"
289228,Mormodes orinocoensis,"('CLM', 'VEN')"
289275,Miconia spatellophora,"('CLM',)"
289281,Miconia erioclada,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
289309,Panopsis antioquensis,"('CLM',)"
289313,Sarcoglottis neglecta,"('CLM', 'COS', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'TRT')"
289323,Guatteria peruviana,"('CLM', 'PER')"
289325,Guatteria darienensis,"('CLM', 'PAN')"
289328,Sanicula liberta,"('BOL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PER', 'VEN')"
289337,Sciaphila polygyna,"('CLM', 'FRG')"
289339,Sciaphila albescens,"('BZN', 'CLM', 'FRG', 'GUY', 'PAN', 'SUR', 'VEN')"
289342,Chloris virgata,"('AGE', 'AGS', 'AGW', 'ALA', 'ARI', 'ARK', 'ARU', 'BOL', 'BZE', 'BZS', 'CAL', 'CLC', 'CLM', 'CLN', 'COL', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'GAL', 'GEO', 'GUA', 'HAI', 'HON', 'ILL', 'INI', 'KAN', 'KTY', 'LEE', 'LOU', 'MAI', 'MAS', 'MRY', 'MSI', 'MSO', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NCA', 'NDA', 'NEB', 'NEV', 'NIC', 'NLA', 'NWM', 'NWY', 'OHI', 'OKL', 'PAN', 'PAR', 'PEN', 'PER', 'SCA', 'TEN', 'TEX', 'UTA', 'VEN', 'WIN')"
289347,Tovomita stylosa,"('CLM', 'COS', 'PAN', 'PER')"
289360,Miconia urticoides,"('CLM', 'PAN')"
289387,Miconia decurrens,"('BZN', 'CLM', 'COS', 'ECU', 'MXT', 'NIC', 'PER', 'VEN')"
289389,Miconia laetevirens,"('CLM',)"
289391,Clusiella macropetala,"('CLM',)"
289426,Tragia volubilis,"('AGE', 'AGW', 'ANG', 'BKN', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAF', 'CLM', 'CMN', 'CON', 'COS', 'CUB', 'DOM', 'ECU', 'EQG', 'FRG', 'GAB', 'GGI', 'GHA', 'GUA', 'HAI', 'HON', 'IVO', 'JAM', 'LBR', 'LEE', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NGA', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'SIE', 'SUD', 'SUR', 'SWC', 'TOG', 'TRT', 'UGA', 'URU', 'VEN', 'VNA', 'WIN', 'ZAI', 'ZIM')"
289433,Randia hondensis,"('BZC', 'BZN', 'CLM', 'ECU', 'PAN', 'PER', 'VEN')"
289434,Randia obcordata,"('CLM', 'HON', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'TEX', 'VEN')"
289442,Festuca amplissima,"('CLM', 'COS', 'GUA', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'PAN', 'VEN')"
289450,Festuca imbaburensis,"('CLM',)"
289504,Anguloa dubia,"('CLM',)"
289508,Epistephium elatum,"('CLM', 'ECU', 'VEN')"
289510,Micrandra rossiana,"('BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'VEN')"
289511,Mormodes cartonii,"('CLM', 'VEN')"
289520,Urospatha antisylleptica,"('CLM',)"
289523,Fuirena robusta,"('AGE', 'BOL', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'CUB', 'FRG', 'GUA', 'GUY', 'HON', 'MXT', 'NIC', 'PAN', 'PAR', 'PUE', 'SUR', 'VEN')"
289565,Miconia cazaletii,"('CLM', 'ECU', 'PER')"
289566,Miconia orescia,"('CLM',)"
289576,Baccharis bogotensis,"('CLM',)"
289586,Brownea chocoana,"('CLM',)"
289599,Fridericia pilulifera,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
289623,Tovomita turbinata,"('CLM',)"
289632,Miconia umbriensis,"('CLM', 'PAN')"
289649,Miconia macrantha,"('CLM',)"
289655,Miconia aeruginosa,"('BOL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'HON', 'MXT', 'NIC', 'PAN', 'VEN')"
289656,Miconia alberti,"('CLM',)"
289657,Miconia aponeura,"('CLM', 'COS')"
289658,Miconia biglandulosa,"('BZC', 'BZN', 'CLM', 'ECU', 'PER', 'VEN')"
289660,Miconia dolichopoda,"('CLM', 'COS', 'VEN')"
289669,Baccharis mutisiana,"('CLM', 'VEN')"
289700,Brownea angustiflora,"('CLM', 'ECU')"
289707,Puya cryptantha,"('CLM',)"
289708,Puya dichroa,"('CLM',)"
289715,Festuca chita,"('CLM',)"
289721,Epistephium cardonae,"('CLM',)"
289739,Miconia licrophora,"('CLM',)"
289741,Miconia multispicata,"('BOL', 'BZN', 'CLM', 'COS', 'ECU', 'JAM', 'NIC', 'PAN', 'PER', 'TRT', 'VEN')"
289744,Garcibarrigoa sinbundoya,"('CLM',)"
289803,Sarcoglottis maroaensis,"('CLM', 'FRG', 'VEN')"
289809,Juanulloa ferruginea,"('CLM', 'ECU')"
289833,Miconia pseudoradula,"('CLM',)"
289834,Miconia pubipetala,"('BZC', 'BZN', 'CLM', 'FRG', 'GUY', 'PER', 'SUR', 'TRT', 'VEN')"
289836,Miconia brevitheca,"('CLM', 'COS', 'ECU', 'PAN')"
289840,Miconia capitellata,"('CLM', 'ECU')"
289857,Myoxanthus ortizianus,"('CLM',)"
289869,Pterocarpus santalinoides,"('AGE', 'BEN', 'BKN', 'BOL', 'BZC', 'BZE', 'BZN', 'CAF', 'CLM', 'CMN', 'CON', 'ECU', 'EQG', 'FRG', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUI', 'GUY', 'HON', 'IVO', 'LBR', 'MLI', 'NGA', 'PAR', 'PER', 'SEN', 'SIE', 'SUR', 'TOG', 'TRT', 'VEN')"
289887,Guatteria stipitata,"('BZN', 'CLM', 'ECU', 'PER', 'VEN')"
289908,Miconia summa,"('CLM',)"
289910,Miconia uribei,"('CLM',)"
289932,Miconia rhodantha,"('CLM',)"
289934,Miconia aguirrei,"('CLM',)"
289935,Miconia arboricola,"('CLM', 'COS', 'ECU', 'PAN')"
289936,Miconia asclepiadea,"('CLM', 'ECU')"
289939,Miconia chrysocoma,"('CLM',)"
289942,Miconia gibba,"('CLM', 'ECU')"
289943,Miconia cundinamarcensis,"('CLM',)"
289956,Baccharis mucuchiesensis,"('CLM', 'VEN')"
289992,Randia pubistyla,"('CLM', 'ECU')"
289993,Puya grantii,"('CLM',)"
289994,Puya horrida,"('CLM',)"
289998,Puya roldanii,"('CLM',)"
290010,Festuca cocuyana,"('CLM',)"
290012,Festuca dichoclada,"('CLM', 'PER')"
290015,Schizachyrium glaziovii,"('AGE', 'AGW', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ELS', 'FRG', 'GUA', 'GUY', 'HON', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'URU', 'VEN')"
290052,Miconia mahechae,"('CLM',)"
290055,Festuca sodiroana,"('CLM', 'ECU')"
290061,Anguloa × ruckeri,"('CLM', 'ECU', 'PER', 'VEN')"
290091,Festuca sanctae-martae,"('CLM',)"
290097,Juanulloa speciosa,"('CLM', 'ECU')"
290122,Miconia puberula,"('BOL', 'BZN', 'CLM', 'PER')"
290126,Miconia setosa,"('CLM',)"
290128,Miconia triplinervis,"('BLZ', 'BOL', 'BZN', 'CLM', 'COS', 'ECU', 'GUA', 'HON', 'JAM', 'MXT', 'NIC', 'PAN', 'PER', 'VEN')"
290129,Miconia vallensis,"('CLM',)"
290130,Miconia elaeoides,"('CLM', 'VEN')"
290142,Baccharis rupicola,"('CLM',)"
290159,Guatteria sanjorgensis,"('CLM',)"
290162,Panopsis metcalfii,"('CLM', 'ECU')"
290175,Mabea piriri,"('BZE', 'BZL', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'VEN')"
290208,Miconia acuminifera,"('CLM',)"
290215,Corrigiola andina,"('BOL', 'CLM', 'MXC', 'MXE', 'MXN', 'MXS', 'PER', 'TEX')"
290229,Ranunculus petiolaris,"('ARI', 'CLM', 'ECU', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'PER', 'TEX', 'VEN')"
290235,Randia dioica,"('CLM', 'VEN')"
290239,Mormodes oberlanderiana,"('CLM', 'VEN')"
290248,Tobagoa maleolens,"('CLM', 'PAN', 'TRT', 'VEN')"
290256,Puya grubbii,"('CLM',)"
290275,Epistephium epiphyticum,"('CLM',)"
290280,Guatteria cuatrecasasii,"('CLM', 'ECU')"
290281,Guatteria microcarpa,"('CLM', 'ECU')"
290282,Guatteria scalarinervia,"('CLM', 'ECU', 'PER')"
290323,Anguloa hohenlohii,"('CLM', 'VEN')"
290324,Anguloa tognettiae,"('CLM', 'VEN')"
290326,Myoxanthus montanus,"('CLM',)"
290329,Teucrium vesicarium,"('AGE', 'AGW', 'BLZ', 'BOL', 'BZL', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'GAL', 'GUA', 'HAI', 'HON', 'JAM', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'URU', 'VEN')"
290346,Festuca nereidaensis,"('CLM',)"
290360,Aralia excelsa,"('CLM', 'COS', 'DOM', 'ELS', 'GUA', 'HAI', 'HON', 'MXS', 'MXT', 'NIC', 'PAN', 'VEN')"
290379,Miconia renatoi,"('CLM', 'ECU')"
290382,Miconia atropilis,"('CLM',)"
290385,Miconia gleasoniana,"('CLM',)"
290406,Punjuba lehmannii,"('CLM',)"
290441,Chloris submutica,"('CLM', 'GUA', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NWM', 'TEX', 'VEN')"
290449,Geranium killipii,"('CLM', 'ECU', 'VEN')"
290451,Geranium mutisii,"('CLM',)"
290453,Miconia verrucosa,"('CLM',)"
290464,Miconia serpens,"('CLM', 'ECU', 'PER')"
290473,Miconia bipatrialis,"('CLM', 'ECU', 'PER')"
290474,Miconia centronioides,"('CLM', 'ECU', 'PAN')"
290501,Geranium meridense,"('CLM', 'VEN')"
290598,Geranium cavanillesii,"('CLM',)"
290615,Anguloa brevilabris,"('CLM', 'PER')"
290617,Gomphichis cundinamarcae,"('CLM', 'VEN')"
290642,Gomphichis salamancae,"('CLM',)"
290653,Miconia chamissois,"('AGE', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'VEN')"
290656,Miconia superposita,"('CLM',)"
290666,Phragmotheca rubriflora,"('CLM',)"
290669,Magoniella chersina,"('CLM', 'VEN')"
290696,Epistephium rhombilabium,"('CLM',)"
290719,Miconia pozoensis,"('CLM',)"
290728,Miconia harlingii,"('CLM', 'ECU')"
290732,Baccharis antioquensis,"('CLM',)"
290734,Baccharis prunifolia,"('CLM', 'ECU', 'PER', 'VEN')"
290742,Brownea similis,"('CLM', 'TRT', 'VEN')"
290762,Citharexylum montanum,"('CLM', 'ECU', 'VEN')"
